45.83.96.129,3128,AE,Zaintech Cloudhub Fz llc.
190.52.178.17,80,PY,COMPA IA PARAGUAYA DE COMUNICACIONES S.A. COPACO S.A.
190.104.168.19,80,PY,N cleo S.A.
190.104.168.19,80,PY,N cleo S.A.
190.104.168.19,80,PY,N cleo S.A.
190.104.173.62,80,PY,N cleo S.A.
190.104.173.62,80,PY,N cleo S.A.
190.104.173.62,80,PY,N cleo S.A.
190.128.152.37,8080,PY,Tigo
190.128.228.182,80,PY,Telecel S.A.
190.128.241.102,80,PY,Telecel S.A.
190.128.241.102,80,PY,Telecel S.A.
190.128.241.102,80,PY,Telecel S.A.
200.85.52.254,5678,PY,Telecel S.A.
201.217.51.9,4145,PY,COMPA IA PARAGUAYA DE COMUNICACIONES S.A. COPACO S.A.
201.217.55.97,43110,PY,COMPA IA PARAGUAYA DE COMUNICACIONES S.A. COPACO S.A.
201.217.55.97,43110,PY,COMPA IA PARAGUAYA DE COMUNICACIONES S.A. COPACO S.A.
201.217.55.97,43110,PY,COMPA IA PARAGUAYA DE COMUNICACIONES S.A. COPACO S.A.
201.222.55.18,8080,PY,TECNOLOGIA EN ELECTRONICA E INFORMATICA SOCIEDAD ANONIMA T.E.I.S.A
201.222.55.18,8080,PY,TECNOLOGIA EN ELECTRONICA E INFORMATICA SOCIEDAD ANONIMA T.E.I.S.A
201.222.55.18,8080,PY,TECNOLOGIA EN ELECTRONICA E INFORMATICA SOCIEDAD ANONIMA T.E.I.S.A
37.210.37.129,8080,QA,Ooredoo Q.S.C.
37.210.37.129,8080,QA,Ooredoo Q.S.C.
37.210.37.129,8080,QA,Ooredoo Q.S.C.
37.210.43.20,8080,QA,Ooredoo Q.S.C.
78.101.73.28,8080,QA,QTEL ADSL POOL
5.2.228.168,8888,RO,Rcs Rds Business
5.2.228.168,8888,RO,Rcs Rds Business
5.2.228.168,8888,RO,Rcs Rds Business
37.120.140.158,3128,RO,M Europe SRL
37.120.140.158,3128,RO,M Europe SRL
37.120.140.158,3128,RO,M Europe SRL
45.138.87.238,1080,RO,ESTNOC GLOBAL
45.138.87.238,1080,RO,ESTNOC GLOBAL
46.214.153.223,5678,RO,Sc Nextgen Communications SRL
46.214.153.223,5678,RO,Sc Nextgen Communications SRL
46.214.153.223,5678,RO,Sc Nextgen Communications SRL
81.12.157.98,5678,RO,Vodafone Romania S.A.
82.79.130.17,80,RO,Residential
89.238.206.2,33333,RO,RO EUROWEB
92.86.92.126,42740,RO,Romtelecom Data Customers
92.86.143.156,8080,RO,Romtelecom Data Customers
92.86.143.156,8080,RO,Romtelecom Data Customers
92.86.143.156,8080,RO,Romtelecom Data Customers
185.123.143.247,3128,RO,M Europe SRL
185.123.143.247,3128,RO,M Europe SRL
185.123.143.247,3128,RO,M Europe SRL
185.123.143.251,3128,RO,M Europe SRL
185.123.143.251,3128,RO,M Europe SRL
185.123.143.251,3128,RO,M Europe SRL
185.128.242.4,45629,RO,DATACENTER SERVERS HOSTING
185.158.248.95,5836,RO,Servinga GmbH
185.158.248.95,5836,RO,Servinga GmbH
185.158.248.95,5836,RO,Servinga GmbH
188.215.245.235,80,RO,Cyber Folks ro
188.215.245.235,80,RO,Cyber Folks ro
188.215.245.235,80,RO,Cyber Folks ro
194.117.230.230,3128,RO,Mondo Byte SRL
194.117.230.230,3128,RO,Mondo Byte SRL
194.117.230.230,3128,RO,Mondo Byte SRL
46.40.6.198,7777,RS,Sat trakt Telecommunications
46.40.6.198,7777,RS,Sat trakt Telecommunications
46.40.6.198,7777,RS,Sat trakt Telecommunications
46.40.6.201,7777,RS,Sat trakt Telecommunications
46.40.6.201,7777,RS,Sat trakt Telecommunications
46.40.6.201,7777,RS,Sat trakt Telecommunications
77.46.134.115,5678,RS,Telekom Srbija A.D.
77.46.138.1,33608,RS,Telekom Srbija A.D.
77.46.138.1,33608,RS,Telekom Srbija A.D.
77.46.138.1,33608,RS,Telekom Srbija A.D.
77.46.138.38,8080,RS,Telekom Srbija A.D.
77.46.138.38,8080,RS,Telekom Srbija A.D.
77.46.138.38,8080,RS,Telekom Srbija A.D.
77.46.138.49,8080,RS,Telekom Srbija A.D.
77.46.138.49,8080,RS,Telekom Srbija A.D.
77.46.138.49,8080,RS,Telekom Srbija A.D.
77.46.138.233,8080,RS,Telekom Srbija A.D.
77.46.138.233,8080,RS,Telekom Srbija A.D.
77.46.138.233,8080,RS,Telekom Srbija A.D.
78.30.128.10,8080,RS,Yunet International D.O.O.
78.30.128.10,8080,RS,Yunet International D.O.O.
78.30.128.10,8080,RS,Yunet International D.O.O.
78.30.191.213,8080,RS,Yunet International D.O.O.
78.30.191.213,8080,RS,Yunet International D.O.O.
78.30.191.213,8080,RS,Yunet International D.O.O.
79.101.45.94,56921,RS,11000 Beograd
79.101.106.74,33608,RS,11000 Beograd
91.148.126.188,8080,RS,EUROPRONET BOSNIA d.o.o. SARAJEVO
91.148.126.188,8080,RS,EUROPRONET BOSNIA d.o.o. SARAJEVO
91.148.126.188,8080,RS,EUROPRONET BOSNIA d.o.o. SARAJEVO
91.148.126.189,8080,RS,EUROPRONET BOSNIA d.o.o. SARAJEVO
91.148.126.189,8080,RS,EUROPRONET BOSNIA d.o.o. SARAJEVO
91.148.126.189,8080,RS,EUROPRONET BOSNIA d.o.o. SARAJEVO
91.148.127.49,8080,RS,BeotelNet ISP
91.148.127.49,8080,RS,BeotelNet ISP
91.148.127.49,8080,RS,BeotelNet ISP
91.148.127.56,8080,RS,BeotelNet ISP
91.148.127.56,8080,RS,BeotelNet ISP
91.148.127.56,8080,RS,BeotelNet ISP
91.148.127.73,8080,RS,BeotelNet ISP
91.148.127.73,8080,RS,BeotelNet ISP
91.148.127.73,8080,RS,BeotelNet ISP
91.148.127.162,8080,RS,BeotelNet ISP
91.148.127.162,8080,RS,BeotelNet ISP
91.148.127.162,8080,RS,BeotelNet ISP
91.148.127.182,8080,RS,BeotelNet ISP
91.148.127.182,8080,RS,BeotelNet ISP
91.148.127.182,8080,RS,BeotelNet ISP
91.150.77.57,56921,RS,Tippnet Internet Service Provider
91.150.77.58,56921,RS,Tippnet Internet Service Provider
91.150.77.58,56921,RS,Tippnet Internet Service Provider
91.150.77.58,56921,RS,Tippnet Internet Service Provider
109.245.231.73,8192,RS,Cetin Doo Serbia Address Space for Wholesale User Astra Telekom
109.245.231.73,8192,RS,Cetin Doo Serbia Address Space for Wholesale User Astra Telekom
109.245.231.73,8192,RS,Cetin Doo Serbia Address Space for Wholesale User Astra Telekom
178.148.229.161,5678,RS,Serbia Broadband
178.148.229.161,5678,RS,Serbia Broadband
178.220.148.82,10801,RS,TELEKOM BB NET
178.220.148.82,10801,RS,TELEKOM BB NET
178.254.138.182,8080,RS,Orion Telekom
178.254.146.141,8888,RS,Orion Telekom Fiksed Range for Noc
178.254.146.141,8888,RS,Orion Telekom Fiksed Range for Noc
178.254.146.141,8888,RS,Orion Telekom Fiksed Range for Noc
178.254.169.74,8888,RS,Drustvo Za Telekomunikacije Orion Telekom Doo Beograd zemun
178.254.169.74,8888,RS,Drustvo Za Telekomunikacije Orion Telekom Doo Beograd zemun
178.254.169.74,8888,RS,Drustvo Za Telekomunikacije Orion Telekom Doo Beograd zemun
188.255.244.9,1080,RS,Orion Telekom Tim D.O.O.BEOGRAD
188.255.244.9,1080,RS,Orion Telekom Tim D.O.O.BEOGRAD
188.255.244.9,1080,RS,Orion Telekom Tim D.O.O.BEOGRAD
188.255.244.145,1080,RS,Orion Telekom Tim D.O.O.BEOGRAD
195.178.56.32,8080,RS,TELEKOM SRBIJA
195.178.56.32,8080,RS,TELEKOM SRBIJA
195.178.56.32,8080,RS,TELEKOM SRBIJA
195.178.56.35,8080,RS,TELEKOM SRBIJA
195.178.56.35,8080,RS,TELEKOM SRBIJA
195.178.56.35,8080,RS,TELEKOM SRBIJA
195.178.56.37,8080,RS,TELEKOM SRBIJA
195.178.56.37,8080,RS,TELEKOM SRBIJA
195.178.56.37,8080,RS,TELEKOM SRBIJA
212.200.89.10,4153,RS,TELEKOM SRBIJA
212.200.89.10,4153,RS,TELEKOM SRBIJA
212.200.89.10,4153,RS,TELEKOM SRBIJA
212.200.89.254,4153,RS,TELEKOM SRBIJA
212.200.89.254,4153,RS,TELEKOM SRBIJA
212.200.89.254,4153,RS,TELEKOM SRBIJA
212.200.108.37,4153,RS,TELEKOM SRBIJA
212.200.108.37,4153,RS,TELEKOM SRBIJA
212.200.108.37,4153,RS,TELEKOM SRBIJA
5.17.6.83,8080,RU,Perspectiva Ltd.
5.19.101.163,33333,RU,JSC Er telecom Holding
5.35.92.156,80,RU,RU BEGET
5.42.80.221,1083,RU,Cjsc Kolomna sviaz TV
5.42.80.221,1083,RU,Cjsc Kolomna sviaz TV
5.42.80.221,1083,RU,Cjsc Kolomna sviaz TV
5.42.84.36,40000,RU,Cjsc Kolomna sviaz TV
5.42.87.164,56789,RU,Cjsc Kolomna sviaz TV
5.42.87.164,56789,RU,Cjsc Kolomna sviaz TV
5.141.121.142,1080,RU,Ural Branch
5.141.121.142,1080,RU,Ural Branch
5.141.121.142,1080,RU,Ural Branch
5.165.6.188,1513,RU,JSC Er telecom Holding Yekaterinburg Branch
5.165.6.188,1513,RU,JSC Er telecom Holding Yekaterinburg Branch
5.165.6.188,1513,RU,JSC Er telecom Holding Yekaterinburg Branch
5.180.19.140,1080,RU,Yug telecom k LLC
5.180.19.140,1080,RU,Yug telecom k LLC
5.180.19.209,1080,RU,Yug telecom k LLC
5.180.19.209,1080,RU,Yug telecom k LLC
5.180.19.209,1080,RU,Yug telecom k LLC
31.25.24.67,1080,RU,LLC Elektronnaya Set
31.25.24.67,1080,RU,LLC Elektronnaya Set
31.25.24.67,1080,RU,LLC Elektronnaya Set
31.28.4.192,80,RU,Filanco NET 1 0
31.28.8.196,9898,RU,Filanco NET 1 0
31.28.8.196,9898,RU,Filanco NET 1 0
31.28.8.196,9898,RU,Filanco NET 1 0
31.28.8.196,9898,RU,Filanco NET 1 0
31.44.82.2,38080,RU,Mastertel Network For Dyhanie
31.44.82.2,38080,RU,Mastertel Network For Dyhanie
31.44.82.2,38080,RU,Mastertel Network For Dyhanie
31.131.199.127,3629,RU,JSC Er telecom Holding Lipetsk Branch
31.131.199.127,3629,RU,JSC Er telecom Holding Lipetsk Branch
31.135.91.9,4145,RU,Intek m LLC
31.135.91.9,4145,RU,Intek m LLC
31.135.91.9,4145,RU,Intek m LLC
31.163.204.200,4153,RU,Dynamic Distribution Ip s for Broadband Services
31.163.204.200,4153,RU,Dynamic Distribution Ip s for Broadband Services
31.163.204.200,4153,RU,Dynamic Distribution Ip s for Broadband Services
31.172.133.253,4153,RU,KMVtelecom IP
31.172.133.253,4153,RU,KMVtelecom IP
31.172.133.253,4153,RU,KMVtelecom IP
31.172.133.253,4153,RU,KMVtelecom IP
31.173.223.5,4153,RU,MF KAVKAZ 1 0 0 T 1
31.173.223.5,4153,RU,MF KAVKAZ 1 0 0 T 1
31.173.223.5,4153,RU,MF KAVKAZ 1 0 0 T 1
31.211.76.157,8080,RU,Ooo Netcom  Telecommunication Company
31.211.76.157,8080,RU,Ooo Netcom  Telecommunication Company
31.211.76.157,8080,RU,Ooo Netcom  Telecommunication Company
37.18.73.60,5566,RU,Cloud Technologies LLC Trading AS Cloud.ru
37.18.73.60,5566,RU,Cloud Technologies LLC Trading AS Cloud.ru
37.18.73.60,5566,RU,Cloud Technologies LLC Trading AS Cloud.ru
37.18.73.60,5566,RU,Cloud Technologies LLC Trading AS Cloud.ru
37.195.222.7,52815,RU,Subnet .1 .0 Ethernet Pool
37.195.222.7,52815,RU,Subnet .1 .0 Ethernet Pool
37.195.222.7,52815,RU,Subnet .1 .0 Ethernet Pool
37.204.157.91,41890,RU,Ncnet Broadband Customers
37.204.157.91,41890,RU,Ncnet Broadband Customers
37.204.157.91,41890,RU,Ncnet Broadband Customers
37.230.154.121,3629,RU,Virtual Infrastructures Network
37.230.154.121,3629,RU,Virtual Infrastructures Network
37.230.154.121,3629,RU,Virtual Infrastructures Network
45.8.107.251,80,RU,Avangard LLC
45.8.107.251,80,RU,Avangard LLC
45.8.107.251,80,RU,Avangard LLC
45.9.75.76,4444,RU,FIRST SERVER LIMITED
45.9.75.76,4444,RU,FIRST SERVER LIMITED
45.9.75.76,4444,RU,FIRST SERVER LIMITED
45.9.75.76,4444,RU,FIRST SERVER LIMITED
45.9.75.83,4444,RU,FIRST SERVER LIMITED
45.9.75.83,4444,RU,FIRST SERVER LIMITED
45.9.75.83,4444,RU,FIRST SERVER LIMITED
45.9.75.83,4444,RU,FIRST SERVER LIMITED
45.9.75.94,4444,RU,FIRST SERVER LIMITED
45.9.75.94,4444,RU,FIRST SERVER LIMITED
45.9.75.94,4444,RU,FIRST SERVER LIMITED
45.9.75.94,4444,RU,FIRST SERVER LIMITED
45.9.75.106,4444,RU,FIRST SERVER LIMITED
45.9.75.106,4444,RU,FIRST SERVER LIMITED
45.9.75.106,4444,RU,FIRST SERVER LIMITED
45.9.75.106,4444,RU,FIRST SERVER LIMITED
45.9.75.110,4444,RU,FIRST SERVER LIMITED
45.9.75.110,4444,RU,FIRST SERVER LIMITED
45.9.75.110,4444,RU,FIRST SERVER LIMITED
45.9.75.110,4444,RU,FIRST SERVER LIMITED
45.9.75.116,4444,RU,FIRST SERVER LIMITED
45.9.75.116,4444,RU,FIRST SERVER LIMITED
45.9.75.116,4444,RU,FIRST SERVER LIMITED
45.9.75.116,4444,RU,FIRST SERVER LIMITED
45.9.75.124,4444,RU,FIRST SERVER LIMITED
45.9.75.124,4444,RU,FIRST SERVER LIMITED
45.9.75.124,4444,RU,FIRST SERVER LIMITED
45.9.75.124,4444,RU,FIRST SERVER LIMITED
45.9.75.127,4444,RU,FIRST SERVER LIMITED
45.9.75.127,4444,RU,FIRST SERVER LIMITED
45.9.75.127,4444,RU,FIRST SERVER LIMITED
45.9.75.127,4444,RU,FIRST SERVER LIMITED
45.9.75.130,4444,RU,FIRST SERVER LIMITED
45.9.75.130,4444,RU,FIRST SERVER LIMITED
45.9.75.130,4444,RU,FIRST SERVER LIMITED
45.9.75.130,4444,RU,FIRST SERVER LIMITED
45.9.75.140,4444,RU,FIRST SERVER LIMITED
45.9.75.140,4444,RU,FIRST SERVER LIMITED
45.9.75.140,4444,RU,FIRST SERVER LIMITED
45.9.75.140,4444,RU,FIRST SERVER LIMITED
45.9.75.153,4444,RU,FIRST SERVER LIMITED
45.9.75.153,4444,RU,FIRST SERVER LIMITED
45.9.75.153,4444,RU,FIRST SERVER LIMITED
45.9.75.153,4444,RU,FIRST SERVER LIMITED
45.9.75.160,4444,RU,FIRST SERVER LIMITED
45.9.75.160,4444,RU,FIRST SERVER LIMITED
45.9.75.160,4444,RU,FIRST SERVER LIMITED
45.9.75.160,4444,RU,FIRST SERVER LIMITED
45.9.75.172,4444,RU,FIRST SERVER LIMITED
45.9.75.172,4444,RU,FIRST SERVER LIMITED
45.9.75.172,4444,RU,FIRST SERVER LIMITED
45.9.75.172,4444,RU,FIRST SERVER LIMITED
45.9.75.181,4444,RU,FIRST SERVER LIMITED
45.9.75.181,4444,RU,FIRST SERVER LIMITED
45.9.75.181,4444,RU,FIRST SERVER LIMITED
45.9.75.181,4444,RU,FIRST SERVER LIMITED
45.9.75.195,4444,RU,FIRST SERVER LIMITED
45.9.75.195,4444,RU,FIRST SERVER LIMITED
45.9.75.195,4444,RU,FIRST SERVER LIMITED
45.9.75.195,4444,RU,FIRST SERVER LIMITED
45.9.75.201,4444,RU,FIRST SERVER LIMITED
45.9.75.201,4444,RU,FIRST SERVER LIMITED
45.9.75.201,4444,RU,FIRST SERVER LIMITED
45.9.75.201,4444,RU,FIRST SERVER LIMITED
45.9.75.216,4444,RU,FIRST SERVER LIMITED
45.9.75.216,4444,RU,FIRST SERVER LIMITED
45.9.75.216,4444,RU,FIRST SERVER LIMITED
45.9.75.216,4444,RU,FIRST SERVER LIMITED
45.9.75.226,4444,RU,FIRST SERVER LIMITED
45.9.75.226,4444,RU,FIRST SERVER LIMITED
45.9.75.226,4444,RU,FIRST SERVER LIMITED
45.9.75.226,4444,RU,FIRST SERVER LIMITED
45.9.75.234,4444,RU,FIRST SERVER LIMITED
45.9.75.234,4444,RU,FIRST SERVER LIMITED
45.9.75.234,4444,RU,FIRST SERVER LIMITED
45.9.75.234,4444,RU,FIRST SERVER LIMITED
45.9.75.240,4444,RU,FIRST SERVER LIMITED
45.9.75.240,4444,RU,FIRST SERVER LIMITED
45.9.75.240,4444,RU,FIRST SERVER LIMITED
45.9.75.240,4444,RU,FIRST SERVER LIMITED
45.11.95.165,5002,RU,DELTA LTD
45.11.95.165,5002,RU,DELTA LTD
45.11.95.165,5002,RU,DELTA LTD
45.11.95.165,6012,RU,DELTA LTD
45.11.95.165,6012,RU,DELTA LTD
45.11.95.165,6012,RU,DELTA LTD
45.11.95.165,6028,RU,DELTA LTD
45.11.95.165,6028,RU,DELTA LTD
45.11.95.165,6028,RU,DELTA LTD
45.11.95.166,6001,RU,DELTA LTD
45.11.95.166,6001,RU,DELTA LTD
45.11.95.166,6001,RU,DELTA LTD
45.80.207.212,8080,RU,Selectel Network
45.89.65.217,4444,RU,FIRST SERVER LIMITED
45.89.65.217,4444,RU,FIRST SERVER LIMITED
45.89.65.217,4444,RU,FIRST SERVER LIMITED
45.89.65.217,4444,RU,FIRST SERVER LIMITED
45.90.216.207,8080,RU,FIRST SERVER LIMITED
45.90.216.207,8080,RU,FIRST SERVER LIMITED
45.90.216.207,8080,RU,FIRST SERVER LIMITED
45.95.203.201,4444,RU,FIRST SERVER LIMITED
45.95.203.201,4444,RU,FIRST SERVER LIMITED
45.95.203.201,4444,RU,FIRST SERVER LIMITED
45.95.203.201,4444,RU,FIRST SERVER LIMITED
45.136.244.245,44531,RU,LLC Baxet
46.0.203.140,4890,RU,CJSC ER Telecom Holding Samara Branch
46.0.203.186,8080,RU,CJSC ER Telecom Holding Samara Branch
46.0.203.186,8080,RU,CJSC ER Telecom Holding Samara Branch
46.0.203.186,8080,RU,CJSC ER Telecom Holding Samara Branch
46.8.60.2,1080,RU,LLC AVANTA TELECOM
46.29.113.100,1080,RU,Joint Stock Company Kmvtelecom
46.34.144.199,4153,RU,Nat 1st Pool for Kashira Customers
46.34.144.199,4153,RU,Nat 1st Pool for Kashira Customers
46.47.197.210,3128,RU,MF NBN Plug n Play
46.47.197.210,3128,RU,MF NBN Plug n Play
46.47.197.210,3128,RU,MF NBN Plug n Play
46.146.210.123,1080,RU,JSC Er telecom Holding
46.160.129.189,3128,RU,Ugmk telecom Network
46.160.129.189,3128,RU,Ugmk telecom Network
46.160.129.189,3128,RU,Ugmk telecom Network
46.160.209.155,8088,RU,Information And Communication Technologies
46.160.209.155,8088,RU,Information And Communication Technologies
46.160.209.155,8088,RU,Information And Communication Technologies
46.164.226.252,1080,RU,Information Company Informsvyaz chernozemie
46.173.35.229,3629,RU,Gorset Ltd.
46.173.35.229,3629,RU,Gorset Ltd.
46.188.2.42,5678,RU,com Co Ltd.
46.188.2.42,5678,RU,com Co Ltd.
46.188.2.42,5678,RU,com Co Ltd.
46.188.34.52,1080,RU,COM Co ltd.
46.191.237.90,1080,RU,JSC Ufanet
46.191.237.90,1080,RU,JSC Ufanet
46.191.237.90,1080,RU,JSC Ufanet
46.241.57.29,1080,RU,JSC Zap sib Transtelecom
46.241.57.29,1080,RU,JSC Zap sib Transtelecom
46.241.57.29,1080,RU,JSC Zap sib Transtelecom
46.254.240.106,43310,RU,Orient telecom ISP Network
46.254.240.106,43310,RU,Orient telecom ISP Network
46.254.240.106,43310,RU,Orient telecom ISP Network
51.250.13.88,80,RU,Yandex.cloud LLC
62.33.53.248,3128,RU,Moscow  Russia
62.33.53.248,3128,RU,Moscow  Russia
62.33.53.248,3128,RU,Moscow  Russia
62.33.53.248,3128,RU,Moscow  Russia
62.33.136.222,8080,RU,Moscow  Russia
62.33.136.222,8080,RU,Moscow  Russia
62.33.136.222,8080,RU,Moscow  Russia
62.33.207.201,80,RU,Moscow  Russia
62.33.207.201,80,RU,Moscow  Russia
62.33.207.201,80,RU,Moscow  Russia
62.33.207.201,3128,RU,Moscow  Russia
62.33.207.201,3128,RU,Moscow  Russia
62.33.207.201,3128,RU,Moscow  Russia
62.33.207.202,80,RU,Moscow  Russia
62.33.207.202,80,RU,Moscow  Russia
62.33.207.202,80,RU,Moscow  Russia
62.33.207.202,3128,RU,Moscow  Russia
62.33.207.202,3128,RU,Moscow  Russia
62.33.207.202,3128,RU,Moscow  Russia
62.113.115.94,16072,RU,Vdsina Vds Hosting
62.113.115.94,16072,RU,Vdsina Vds Hosting
62.113.115.94,16072,RU,Vdsina Vds Hosting
62.113.117.80,31941,RU,Vdsina Vds Hosting
62.118.131.200,3127,RU,Zao Mtu intel
62.176.12.111,8080,RU,Rialcom Clients Chehov Pppoe
62.182.201.75,8765,RU,JSC Elektrosvyaz
62.182.201.75,8765,RU,JSC Elektrosvyaz
62.182.201.75,8765,RU,JSC Elektrosvyaz
62.182.204.81,88,RU,JSC Elektrosvyaz
62.182.204.81,88,RU,JSC Elektrosvyaz
62.182.204.81,88,RU,JSC Elektrosvyaz
62.205.169.74,53281,RU,ProfStroyKomplekt
62.205.169.74,53281,RU,ProfStroyKomplekt
62.205.169.74,53281,RU,ProfStroyKomplekt
77.34.77.97,4145,RU,POL PPPOE NET
77.43.205.52,7788,RU,MTS PJSC
77.51.188.202,8080,RU,Ex netname Ctc dslam
77.51.188.202,8080,RU,Ex netname Ctc dslam
77.51.188.202,8080,RU,Ex netname Ctc dslam
77.232.128.191,80,RU,JSC TIMEWEB
77.233.5.68,55443,RU,Subscribers Subnet
77.233.5.68,55443,RU,Subscribers Subnet
77.233.5.68,55443,RU,Subscribers Subnet
77.241.20.215,55915,RU,JSC Kursktelecom  ISP in Kursk City
78.29.36.210,9080,RU,Intersvyaz JSC
78.29.36.210,9080,RU,Intersvyaz JSC
78.29.36.210,9080,RU,Intersvyaz JSC
78.107.228.38,7954,RU,Corbina Broadband
78.107.235.8,3146,RU,"PJSC ""Vimpelcom"""
78.107.235.8,3146,RU,"PJSC ""Vimpelcom"""
78.107.235.8,3146,RU,"PJSC ""Vimpelcom"""
78.107.235.8,3147,RU,"PJSC ""Vimpelcom"""
78.107.235.8,3147,RU,"PJSC ""Vimpelcom"""
78.107.235.8,3147,RU,"PJSC ""Vimpelcom"""
78.109.139.51,5678,RU,Dianet Own Servers
78.142.232.231,1080,RU,LTD Erline
78.142.234.35,8080,RU,LTD Erline
79.99.110.254,18080,RU,Saint petersburgsky Staleprokatny Zavod
79.99.110.254,18080,RU,Saint petersburgsky Staleprokatny Zavod
79.99.110.254,18080,RU,Saint petersburgsky Staleprokatny Zavod
79.104.34.214,1080,RU,Russia Sovintel edn
79.104.34.214,1080,RU,Russia Sovintel edn
79.104.34.214,1080,RU,Russia Sovintel edn
79.122.230.20,8080,RU,JSC Er telecom Holding
79.122.230.20,8080,RU,JSC Er telecom Holding
79.122.230.20,8080,RU,JSC Er telecom Holding
79.122.244.99,3128,RU,Enforta
79.142.82.244,3629,RU,Vniig Network
79.142.82.244,3629,RU,Vniig Network
79.142.82.244,3629,RU,Vniig Network
79.173.75.182,3629,RU,Newline Telecom
79.173.75.182,3629,RU,Newline Telecom
79.173.75.182,3629,RU,Newline Telecom
79.174.12.190,80,RU,RU AOIOT
79.174.188.153,8080,RU,Unitel Clients Bng  Saint petersburg
80.65.28.57,30924,RU,Orion Telecom  Krasnoyarsk
80.65.28.57,30962,RU,Orion Telecom  Krasnoyarsk
80.65.28.57,30962,RU,Orion Telecom  Krasnoyarsk
80.65.28.57,30962,RU,Orion Telecom  Krasnoyarsk
80.66.81.26,4000,RU,SERV.HOST GROUP LTD
80.66.81.26,4001,RU,SERV.HOST GROUP LTD
80.66.81.26,4001,RU,SERV.HOST GROUP LTD
80.66.81.26,4001,RU,SERV.HOST GROUP LTD
80.66.81.39,4000,RU,SERV.HOST GROUP LTD
80.66.81.39,4000,RU,SERV.HOST GROUP LTD
80.66.81.39,4000,RU,SERV.HOST GROUP LTD
80.66.81.46,4001,RU,SERV.HOST GROUP LTD
80.66.81.46,4001,RU,SERV.HOST GROUP LTD
80.66.81.46,4001,RU,SERV.HOST GROUP LTD
80.66.81.179,4001,RU,SERV.HOST GROUP LTD
80.82.55.71,80,RU,Centertelecom Voronezh ISP
80.82.60.62,8080,RU,Centertelecom Voronezh ISP
80.82.60.62,8080,RU,Centertelecom Voronezh ISP
80.82.60.62,8080,RU,Centertelecom Voronezh ISP
80.90.188.187,24530,RU,Lease for Timeweb
80.90.188.187,24530,RU,Lease for Timeweb
80.90.188.187,24530,RU,Lease for Timeweb
80.240.254.145,4145,RU,Ojsc Rostelecom  Kursk Branch
81.23.114.238,8080,RU,Severen Telecom
81.23.114.238,8080,RU,Severen Telecom
81.23.114.238,8080,RU,Severen Telecom
81.163.56.104,23500,RU,Subnet LLC
81.163.56.104,23500,RU,Subnet LLC
81.163.56.104,23500,RU,Subnet LLC
81.177.180.128,80,RU,JSC Kribrum
81.177.180.128,80,RU,JSC Kribrum
81.177.180.128,80,RU,JSC Kribrum
81.177.180.128,80,RU,JSC Kribrum
82.146.37.145,80,RU,JSC Datacenter
82.146.37.145,80,RU,JSC Datacenter
82.146.37.145,80,RU,JSC Datacenter
82.146.40.196,8888,RU,JSC Datacenter
82.147.123.185,10808,RU,JSC Er telecom Holding
83.151.4.172,47036,RU,MTS PJSC
83.151.4.172,47036,RU,MTS PJSC
83.151.4.172,57812,RU,MTS PJSC
83.151.4.172,57812,RU,MTS PJSC
83.151.4.172,57812,RU,MTS PJSC
83.171.90.83,8080,RU,Pjsc Rostelecom  North west Branch
83.171.90.83,8080,RU,Pjsc Rostelecom  North west Branch
83.171.90.83,8080,RU,Pjsc Rostelecom  North west Branch
83.171.112.77,12389,RU,Pjsc Rostelecom  North west Branch
83.171.112.77,12389,RU,Pjsc Rostelecom  North west Branch
83.171.112.77,12389,RU,Pjsc Rostelecom  North west Branch
83.171.114.92,56129,RU,Ojsc North west Telecom
83.171.114.92,56129,RU,Ojsc North west Telecom
83.219.145.108,3128,RU,Tis dialog Core Network
83.219.145.108,3128,RU,Tis dialog Core Network
83.219.145.108,3128,RU,Tis dialog Core Network
83.220.46.106,4145,RU,GARS TELECOM
83.234.76.155,4145,RU,Joint Stock Company Transtelecom
83.234.76.155,4145,RU,Joint Stock Company Transtelecom
83.234.76.155,4145,RU,Joint Stock Company Transtelecom
83.234.147.166,6363,RU,Joint Stock Company Transtelecom
83.234.147.166,6363,RU,Joint Stock Company Transtelecom
83.234.147.166,6363,RU,Joint Stock Company Transtelecom
84.47.161.3,8118,RU,Moscow  Russia
84.47.161.3,8118,RU,Moscow  Russia
84.47.161.3,8118,RU,Moscow  Russia
84.52.123.163,4145,RU,WEST CALL LTD
84.201.254.47,3128,RU,JSC Er telecom Holding Izhevsk Branch
84.201.254.47,3128,RU,JSC Er telecom Holding Izhevsk Branch
84.201.254.47,3128,RU,JSC Er telecom Holding Izhevsk Branch
84.204.40.154,8080,RU,St.Petersburg
84.204.135.251,8080,RU,Kaliningrad
84.204.135.251,8080,RU,Kaliningrad
84.204.135.251,8080,RU,Kaliningrad
84.252.73.132,4444,RU,FIRST SERVER LIMITED
84.252.73.132,4444,RU,FIRST SERVER LIMITED
84.252.73.132,4444,RU,FIRST SERVER LIMITED
84.252.73.132,4444,RU,FIRST SERVER LIMITED
84.252.74.190,4444,RU,FIRST SERVER LIMITED
84.252.74.190,4444,RU,FIRST SERVER LIMITED
84.252.74.190,4444,RU,FIRST SERVER LIMITED
84.252.74.190,4444,RU,FIRST SERVER LIMITED
84.252.75.136,4444,RU,FIRST SERVER LIMITED
